cod_ponto;sist_hidrico;localizacao;data_inicio;data_fim;municipio;id_ponto;n_ugrhi;code_muni;name_muni
PCAB02135;Rio Piracicaba;Na ponte de concreto da estrada Americana-Limeira, na divisa de Limeira e Sta. Bárbara d'Oeste.;1979-11-01;NA;LIMEIRA;44;5;3526902;Limeira
CPIV02060;Rio Capivari;Ponte próxima à  Granja Dina,  em Louveira.;2000-01-01;NA;LOUVEIRA;64;5;3527306;Louveira
CMDC02050;Rio Camanducaia;Ponte no Distrito de Mostardas, Amparo;2003-01-01;NA;MONTE ALEGRE DO SUL;603;5;3531209;Monte Alegre Do Sul
CMDC02100;Rio Camanducaia;Ponte no Bairro Ponte Preta no acesso à Osato, em Monte A. do Sul.;2001-01-01;NA;MONTE ALEGRE DO SUL;336;5;3531209;Monte Alegre Do Sul
CPIV02200;Rio Capivari;Ponte na estrada que liga Monte Mor a Fazenda Rio Acima.;1974-10-01;NA;MONTE MOR;68;5;3531803;Monte Mor
RAIN00880;Represa do Rio Atibainha;Em frente as obras de colocação da bomba para captação do volume morto, antes da Ensecadeira. Em frente ao muro da Estrada que liga Nazaré-Guarulhos.;2014-04-23;NA;NAZARE PAULISTA;2377;5;3532405;Nazaré Paulista
ATIB02270;Rio Atibaia;MONTANTE DA RHODIA (CANAL DE CAPTAÇÃO DA RHODIA);2008-01-01;NA;PAULINIA;1573;5;3536505;Paulínia
ATIB02280;Rio Atibaia;RIO ATIBAIA, na ponte da RHODIA;2008-01-01;NA;PAULINIA;1574;5;3536505;Paulínia
NUMA04990;Ribeirão Anhumas;RIBEIRÃO ANHUMAS, PONTE DO RESTAURANTE RHODIA;2008-01-01;NA;PAULINIA;1575;5;3536505;Paulínia
ATIB02350;Rio Atibaia;RIO ATIBAIA, A JUSANTE DA RHODIA E A MONTANTE DA BANN.;2008-01-01;NA;PAULINIA;1576;5;3536505;Paulínia
ATIB02400;Rio Atibaia;RIO ATIBAIA, A JUSANTE DA BANN QUÍMICA E MONTANTE DA HÉRCULES, PROX. DA ESTRADA DE FERRO;2008-01-01;NA;PAULINIA;1577;5;3536505;Paulínia
ATIB02430;Rio Atibaia;RIO ATIBAIA,  A JUSANTE DA HÉRCULES E A MONTANTE DA REPLAN;2008-01-01;NA;PAULINIA;1578;5;3536505;Paulínia
ATIB02450;Rio Atibaia;RIO ATIBAIA, A JUSANTE DA REPLAN E A MONTANTE DA KRATON;2008-01-01;NA;PAULINIA;1579;5;3536505;Paulínia
NUMA04900;Ribeirão Anhumas;Próximo à foz no Rio Atibaia. Ponte antes da entrada da Rhodia, saindo de Paulínia.;2002-01-01;NA;PAULINIA;31;5;3536505;Paulínia
JAGR02500;Rio Jaguari - UGRHI 05;"Na ponte da rodovia SP332, próximo às captações de Paulínia e Hortolândia.
A montante do lançamento Antibióticos do Brasil e a jusante do lançamento da Globe Química.";2001-01-01;NA;PAULINIA;37;5;3536505;Paulínia
ATIB02300;Rio Atibaia;Na captação da Rhodia, em Paulínia.;2002-01-01;NA;PAULINIA;84;5;3536505;Paulínia
ATIB02605;Rio Atibaia;Ponte da Rodovia SP - 332 que liga Campinas a Cosmópolis.;1979-01-01;NA;PAULINIA;85;5;3536505;Paulínia
ATIB02800;Rio Atibaia;Na captação de Sumaré,  perto do Mini-Pantanal de Paulinia.;2002-01-01;NA;PAULINIA;86;5;3536505;Paulínia
JAGR02200;Rio Jaguari - UGRHI 05;Ponte Pênsil, na captação de Pedreira.;2000-01-01;NA;PEDREIRA;34;5;3537107;Pedreira
CACH00892;Reservatório do Rio Cachoeira;Na margem próxima a barragem, a 600m da Praia da Tulipa;2015-02-05;2015-02-05;PIRACAIA;2567;5;3538600;Piracaia
JCRE00200;Reservatório do Rio Jacareí-UGRHI 05;A cerca de  3km do Emboque do Túnel 7 das obras da Sabesp emergenciais do Sist. Cantareira.;2014-02-24;NA;PIRACAIA;2370;5;3538600;Piracaia
CACH00500;Reservatório do Rio Cachoeira;No meio do corpo central, cerca de 3,5 km da barragem;2014-05-01;NA;PIRACAIA;2383;5;3538600;Piracaia
PCAB02192;Rio Piracicaba;Ponte a 50m do Km 135,3 da estrada que liga Piracicaba a Limeira, próximo à Usina Monte Alegre.;1977-01-01;NA;PIRACICABA;47;5;3538709;Piracicaba
PCAB02220;Rio Piracicaba;Margem esquerda, 2,5 Km a jusante da foz do Rib. Piracica-Mirim, na captação de Piracicaba.;1995-12-17;NA;PIRACICABA;48;5;3538709;Piracicaba
PCAB02300;Rio Piracicaba;Na ponte do Caixão.;2002-01-01;NA;PIRACICABA;49;5;3538709;Piracicaba
PCAB02800;Rio Piracicaba;Em frente à fonte sulfurosa, junto ao posto 4D-07 do DAEE, na localidade de Artemis.;1974-10-01;NA;PIRACICABA;50;5;3538709;Piracicaba
PIMI02900;Ribeirão Piracicamirim;Na foz com o Rio Piracicaba.;2002-01-01;NA;PIRACICABA;59;5;3538709;Piracicaba
CRUM02500;Rio Corumbataí;Na captação da SEMAE de Piracicaba.;1974-10-01;NA;PIRACICABA;54;5;3538709;Piracicaba
CRUM02900;Rio Corumbataí;Na foz com o Rio Piracicaba.;2002-01-01;2016-12-31;PIRACICABA;56;5;3538709;Piracicaba
CRUM02850;Rio Corumbataí;A 1 km da foz com o Rio Piracicaba. Ponte na R. Virgílio da Silva Fagundes.;2017-01-01;NA;PIRACICABA;2618;5;3538709;Piracicaba
TJCO03750;Ribeirão Tijuco Preto;Ponte dentro do Horto Florestal de Tupi.;2020-01-01;NA;PIRACICABA;3392;5;3538709;Piracicaba
CPIV02700;Rio Capivari;Ponte na Represa da Usina São Paulo.;2003-01-01;NA;RAFARD;604;5;3542107;Rafard
LARO02500;Rio Claro - UGRHI 05;NA CAPTAÇÃO ETA I-RIO CLARO, PROXIMO DO HORTO FLORESTAL;2010-01-01;NA;RIO CLARO;1945;5;3543907;Rio Claro
CRUM02080;Rio Corumbataí;NA CAPTAÇÃO DA ETA II DE RIO CLARO, A MONTANTE DO BARRAMENTO;2010-01-01;NA;RIO CLARO;1946;5;3543907;Rio Claro
LARO02900;Rio Claro - UGRHI 05;Na ponte próxima à foz, no Rio Corumbataí, no distrito de Assistência;2005-01-01;NA;RIO CLARO;806;5;3543907;Rio Claro
CRUM02100;Rio Corumbataí;Ponte na Rodovia São Pedro/Araras, próximo ao Distrito industrial de Rio Claro.;2002-01-01;NA;RIO CLARO;52;5;3543907;Rio Claro
CRUM02200;Rio Corumbataí;Ponte na Estr. Assistência/Paraisolândia.;2001-01-01;NA;RIO CLARO;53;5;3543907;Rio Claro
JUNA03700;Rio Jundiaí - UGRHI 05;Ponte no Jardim das Nações, em Salto.;2002-01-01;NA;SALTO;372;5;3545209;Salto
JUNA03900;Rio Jundiaí - UGRHI 05;Ponte na Praça Álvaro Guião, próximo à foz com o Rio Tietê, na área urbana de Salto.;1992-01-01;NA;SALTO;77;5;3545209;Salto
TOLE03750;Ribeirão dos Toledos;Ponte próxima da Rua Rafarde,Bairro São Joaquim.;2015-01-01;NA;SANTA BARBARA D OESTE;2485;5;3545803;Santa Bárbara D'oeste
TOLE03900;Ribeirão dos Toledos;Ponte  de madeira, na foz com o  Rio Piracicaba.;2002-01-01;2015-12-31;SANTA BARBARA D OESTE;60;5;3545803;Santa Bárbara D'oeste
GERT02200;Córrego Santa Gertrudes;Na estrada da Fazenda Goiapá, em Santa Gertrudes.;2003-01-01;2016-02-02;SANTA GERTRUDES;624;5;3546702;Santa Gertrudes
GERT02100;Córrego Santa Gertrudes;Na Fazenda Boa Vista, em Santa Gertrudes.;2003-01-01;2005-12-01;SANTA GERTRUDES;626;5;3546702;Santa Gertrudes
GERT02500;Córrego Santa Gertrudes;Na captação de Santa Gertrudes;2007-01-01;NA;SANTA GERTRUDES;1342;5;3546702;Santa Gertrudes
PCBP02500;Braço do Rio Piracicaba;Ponte na rodovia SP-191, no trecho que liga Santa Maria da Serra a São Manuel.;1995-11-07;NA;SANTA MARIA DA SERRA;51;5;3547007;Santa Maria Da Serra
QUIL03200;Ribeirão Quilombo;Ponte na estrada que liga a Via Anhanguera a Paulínia.;2002-01-01;NA;SUMARE;61;5;3552403;Sumaré
TIJU02500;Ribeirão Tijuco Preto;A jusante do lançamento da empresa Buckman.;2002-01-01;2002-12-31;SUMARE;340;5;3552403;Sumaré
TIJU02900;Ribeirão Tijuco Preto;Próximo à sua foz.;2002-01-01;NA;SUMARE;341;5;3552403;Sumaré
QUIL03500;Ribeirão Quilombo;Na passarela de pedestres em frente a Rua 2. `A montante da ETE Palmital de Nova Odessa.;2018-01-01;NA;SUMARE;2660;5;3552403;Sumaré
JCBA02950;Ribeirão Jacuba;Ponte na Estrada Municipal Teodora Condiev, próximo da foz com o Rio Quilombo.;2018-02-01;NA;SUMARE;2662;5;3552403;Sumaré
CPIV02900;Rio Capivari;Ponte no canavial, próximo à foz do Rio Tietê.;1997-02-01;NA;TIETE;172;5;3554508;Tietê
PINO03400;Ribeirão Pinheiros;Ponte na Rua Agostinho Ramos, a jusante da ETE Vinhedo (SANESAVI).;2014-05-01;NA;VALINHOS;2380;5;3556206;Valinhos
PINO03500;Ribeirão Pinheiros;Ponte à montante da Rigesa, no centro de Valinhos.;2002-01-01;2002-12-31;VALINHOS;88;5;3556206;Valinhos
PINO03900;Ribeirão Pinheiros;Ponte na Marginal paralela à Rod.Dom Pedro, alt. Km 122,5 (sentido Campinas) .Próximo à foz no Rio Atibaia.;2002-11-01;NA;VALINHOS;89;5;3556206;Valinhos
ATIB02035;Rio Atibaia;Na captação de Valinhos, junto a régua do DAEE 3D-007.;2000-01-01;NA;VALINHOS;30;5;3556206;Valinhos
JUNA02100;Rio Jundiaí - UGRHI 05;Passarela na Av. Marginal do Rio Jundiaí (Rod. SP-332), altura do núm. 3100.;2000-01-01;NA;VÁRZEA PAULISTA;73;5;3556503;Várzea Paulista
CPIV02100;Rio Capivari;No condomínio São Joaquim, em Vinhedo.;2000-01-01;NA;VINHEDO;65;5;3556701;Vinhedo
PINO02100;Ribeirão Pinheiros;Ponte a montante da ETE de Vinhedo. O córrego esta correndo  'a esquerda, paralelamente a  Rod.dos Andradas, no trecho urbano de Vinhedo.;2002-01-01;NA;VINHEDO;373;5;3556701;Vinhedo
JCRE00500;Reservatório do Rio Jacareí-UGRHI 05;No corpo central;2014-10-09;NA;VARGEM;2401;5;3556354;Vargem
JAGR00002;Rio Jaguari - UGRHI 05;Ponte sobre o Rio Jaguari, no Km 2 a montante do reservatório da SABESP.;2004-01-01;NA;VARGEM;719;5;3556354;Vargem
GUAR00900;Reservatório do Guarapiranga;Na Captação da SABESP junto à casa de Bombas.;1974-10-01;NA;SÃO PAULO;106;6;3550308;São Paulo
TIET04180;Rio Tietê;Ponte das Bandeiras, na Av. Santos Dumont.;1998-01-01;NA;SÃO PAULO;118;6;3550308;São Paulo
TAMT04900;Rio Tamanduateí;Ponte na Av. Santos Dumont, em frente à Secretaria dos Transportes, em São Paulo;1977-01-01;NA;SÃO PAULO;120;6;3550308;São Paulo
PINH04900;Rio Pinheiros;Próximo à sua foz no Rio Tietê, na Estrutura de Retiro.;1998-01-01;NA;SÃO PAULO;122;6;3550308;São Paulo
EMMI02900;Rio Embu-Mirim;Ponte na estrada do M`Boi Mirim (SP-214).;1994-01-01;NA;SÃO PAULO;134;6;3550308;São Paulo
PINH04100;Rio Pinheiros;Na Usina Elevatória de Pedreira, no centro do canal;1977-01-01;NA;SÃO PAULO;136;6;3550308;São Paulo
TIET04200;Rio Tietê;Ponte dos Remédios, na Av. Marginal (Rodovia Presidente Castelo Branco).;1976-01-01;NA;SÃO PAULO;132;6;3550308;São Paulo
GUAR00100;Reservatório do Guarapiranga;No meio do Braço do Rio Parelheiros, no bairro do Balneário São José;1999-01-01;NA;SÃO PAULO;143;6;3550308;São Paulo
BITQ00100;Braço do Ribeirão Taquacetuba;Na baía situada no final da rua Tomekichi Inouye (captação da SABESP);1999-01-01;NA;SÃO PAULO;145;6;3550308;São Paulo
BILL02100;Reservatório Billings;No meio do corpo central, na direção do braço do Bororé.;1999-01-01;NA;SÃO PAULO;146;6;3550308;São Paulo
ENGO00900;Reservatório do Engordador;Junto à barragem.;1977-01-01;1978-12-12;SÃO PAULO;298;6;3550308;São Paulo
TIET04170;Rio Tietê;Ponte na Av. Aricanduva;2001-01-01;NA;SÃO PAULO;355;6;3550308;São Paulo
DUVA04900;Rio Aricanduva;Ponte Ely Lopes Meireles, no município de São Paulo.;2001-01-01;NA;SÃO PAULO;356;6;3550308;São Paulo
NINO04900;Ribeirão dos Meninos;Ponte da Av. do Estado, na divisa dos municípios de São Paulo e São Caetano do Sul.;2001-12-02;NA;SÃO PAULO;357;6;3550308;São Paulo
PINH04190;Rio Pinheiros;Margem esquerda do canal  Pinheiros, entre a  Est.Flot.1- Pinheiros/Zavuvus)  e a ponte de Interlagos .;2003-03-03;NA;SÃO PAULO;611;6;3550308;São Paulo
PINH04105;Rio Pinheiros;Na margem esquerda do Canal,  perto da Usina Elevatória de Pedreira,  depois da  Est.Flot (2) Pinheiros/Pedreira, em frente a Est. do Kfw.;2003-03-03;NA;SÃO PAULO;612;6;3550308;São Paulo
PINH04110;Rio Pinheiros;Margem esquerda do canal  Pinheiros, entre a ponte de Interlagos e EF (2) Pinheiros/Pedreira.;2003-03-03;NA;SÃO PAULO;613;6;3550308;São Paulo
PINH04200;Rio Pinheiros;Antes da Est.Flot.1- Pinheiros/Zavuvus) , em frente à estação de Jurubatuba.;2003-03-03;NA;SÃO PAULO;615;6;3550308;São Paulo
CABU04700;Rio Cabuçu;Ponte na Rod. Fernão Dias, altura do km 88, perto da passarela do Parque Edú Chaves.;2007-11-01;NA;SÃO PAULO;1355;6;3550308;São Paulo
BILL02030;Reservatório Billings;No meio do corpo central, cerca de 1,5 km da Barragem de Pedreira.;2007-01-01;NA;SÃO PAULO;1386;6;3550308;São Paulo
KERA04990;Ribeirão Itaquera;A CERCA DE 70 M DA SUA FOZ NO RIO TIETE;2009-01-01;NA;SÃO PAULO;1720;6;3550308;São Paulo
LJAR02990;Lago 1 do Parque do Jaragua;NA SAÍDA DO LAGO 1 DO PICO DO JARAGUÁ;2008-11-01;NA;SÃO PAULO;1773;6;3550308;São Paulo
VEME04200;Ribeirão Vermelho ou Mutinga;NA ESTRADA DA PORTARIA 2 DO PARQUE DA JARAGUA, A MONTANTE DA ALDEIA INDÍGENA.;2008-11-01;NA;SÃO PAULO;1774;6;3550308;São Paulo
VEME04175;Ribeirão Vermelho ou Mutinga;NO MEIO DO LAGO 2 DO PARQUE DO PICO DO JARAGUÁ;2008-11-01;NA;SÃO PAULO;1776;6;3550308;São Paulo
VEME04150;Ribeirão Vermelho ou Mutinga;PORTARIA 1, PRÓXIMO AO ESTACIONAMENTO DE ONIBUS;2008-11-01;NA;SÃO PAULO;1777;6;3550308;São Paulo
CIPO00900;Ribeirão do Cipó;Ponte R. Afonso Pena, cerca de 200m do cruzamento com a Av. Luza Corrêa, no bairro Cipó.;2009-01-01;NA;SÃO PAULO;1782;6;3550308;São Paulo
PINH04250;Rio Pinheiros;NA PONTE DO SOCORRO.;2009-01-01;NA;SÃO PAULO;1783;6;3550308;São Paulo
PINH04500;Rio Pinheiros;EMBAIXO DA PONTE ARI TORRES (AV. BANDEIRANTES).;2009-01-01;NA;SÃO PAULO;1784;6;3550308;São Paulo
VEME04250;Ribeirão Vermelho ou Mutinga;NA ALDEIA INDÍGENA JARAGUÁ, A JUSANTE DO LAGO DO PARQUE DO JARAGUÁ;2010-04-26;NA;SÃO PAULO;2088;6;3550308;São Paulo
TAMT04600;Rio Tamanduateí;Ponte na Av. Francisco Mesquita, 1000, em frente ao Plaza Shopping, junto a régua DAEE para PQS.;2012-01-01;NA;SÃO PAULO;2190;6;3550308;São Paulo
UARE04550;Córrego do Jaguaré;Ponte na Av. Politecnica com a Rua Jorge Waard, no Rio Pequeno.;2012-01-01;NA;SÃO PAULO;2194;6;3550308;São Paulo
SPRA04850;Córrego Águas Espraiadas;Ponte na Av. Roberto Marinho com a Rua Ribeiro do Vale, no Brooklin Paulista.;2012-01-01;NA;SÃO PAULO;2195;6;3550308;São Paulo
ZVUS04950;Córrego Zavuvus;Ponte em frente a entrada da Estação CPTM Jurubatuba;2012-01-01;NA;SÃO PAULO;2196;6;3550308;São Paulo
JUÇA04900;Córrego do Pirajussara;Ponte na entrada da USP;2012-01-01;NA;SÃO PAULO;2192;6;3550308;São Paulo
IPIR04900;Córrego do Ipiranga;Ponte na Praça do Monumento, em frente a estátua de Dom Pedro.;2012-01-01;NA;SÃO PAULO;2200;6;3550308;São Paulo
TUPU00900;Córrego do ITUPU;Ponte na Estrada do Riviera,  próximo da Av. Nova Arcadia, junto a foz na represa Guarapiranga.;2019-01-01;NA;SÃO PAULO;2582;6;3550308;São Paulo
ESSE04800;Córrego do Morro do S;Na Av. Caldeira Filho, próximo ao posto SAISP 347 (Morro do S-CL). Junto à travessia da Rua Joaquim Nunes Teixeira.;2019-04-03;NA;SÃO PAULO;3315;6;3550308;São Paulo
CORD04900;Córrego Parque do Cordeiro;Dreno de acesso da SABESP ao Córrego do Cordeiro , canalizado, em frente à Telhanorte, em sua foz junto ao dreno do Brooklyn.;NA;NA;SÃO PAULO;3316;6;3550308;São Paulo
MACK04900;Córrego da Av. Alexandre Mackenzie;No trevo da Av. Alexandre Mackenzie com a Marginal Pinheiros, em frente ao posto de gasolina.;2020-01-01;NA;SÃO PAULO;3361;6;3550308;São Paulo
KUJA04350;Córrego das Corujas;Ponte na Av. das Corujas X Rua Juranda.;2020-01-01;NA;SÃO PAULO;3365;6;3550308;São Paulo
POLI04900;Córrego Poli;Ponte na Av. Nações Unidas, esquina com a Rua Moacir Padilha.;2020-01-01;NA;SÃO PAULO;3366;6;3550308;São Paulo
TRAI04800;Córrego da Traição;Na caixa de inspeção do Córrego da Traição, na Av. dos Bandeirantes com Praça Dr. Francisco Patti.;2020-01-01;NA;SÃO PAULO;3369;6;3550308;São Paulo
PEDR04800;Córrego Pedreiras;Ponte na Av. Ns. Sra. do Sabará, próx. número 5600, ao lado do ponto de onibus.;2020-01-01;NA;SÃO PAULO;3370;6;3550308;São Paulo
PBAX04600;Córrego da Ponte Baixa;Ponte na Rua Guilherme Valente junto ao medidor de nível do SAISP (AT84 -PMSPMB-02).;2020-01-01;NA;SÃO PAULO;3373;6;3550308;São Paulo
CAYA04950;Dreno Cayaguava;Na estrada da EMAE,  cerca de 400 depois da Estação Automática da CETESB PINH 04105.;2020-01-01;NA;SÃO PAULO;3374;6;3550308;São Paulo
BOSC04500;Córrego Dom Bosco;Ponte na Rua Jose Abrantes, no Jardim Dom Bosco.;2020-01-01;NA;SÃO PAULO;3387;6;3550308;São Paulo
JAME04800;Córrego da Av. Jaime de Oliveira;Ponte na esquina da Marginal Pinheiros com a Av. Jaime de Oliveira.;2020-01-01;NA;SÃO PAULO;3388;6;3550308;São Paulo
PARC04900;Córrego do Pau Arcado/ Morumbi;Ponte na Rua Itapaiúna, Vila Andrade, ao lado da reciclagem.;2020-01-01;NA;SÃO PAULO;3389;6;3550308;São Paulo
OLAR04800;Córrego Olaria;Ponte ao lado da 1ª CIA da PM, na Rua Miguel Yunes,  Jurubatuba.;2020-01-01;NA;SÃO PAULO;3391;6;3550308;São Paulo
CORD04950;Córrego Parque do Cordeiro;No Dreno de acesso da SABESP ao Córrego do Cordeiro, junto à ciclovia da Av. Chuchi ZAIDAN, em sua foz junto ao dreno do Brooklyn.;2019-07-01;NA;SÃO PAULO;3336;6;3550308;São Paulo
JUDA02300;Córrego Judas;No Parque Severo Gomes, na área fechada ao público.;2020-01-01;NA;SÃO PAULO;3393;6;3550308;São Paulo
APRE04500;Córrego Água Preta;Ponte na Av. Parada Pinto, altura do num. 1114, Vila Dionísia, Zona Norte.;2020-01-01;NA;SÃO PAULO;3398;6;3550308;São Paulo
APRE04800;Córrego Água Preta;Ponte na  Rua Nicolau Tolentino de Almeida próximo da esquina com a rua Oliveira Martins, Vila Dionísia, Zona Norte.;2020-01-01;NA;SÃO PAULO;3399;6;3550308;São Paulo
BQGU03200;Rio Baquirivu-Guaçu;Ponte da Rua Tamatsu Iwasse, na altura do número 500, no município de Guarulhos.;2001-01-01;2010-12-31;ARUJÁ;114;6;3503901;Arujá
BQGU03150;Rio Baquirivu-Guaçu;Ponte na Estrada dos Vados, próxima ao Nippon Country Club, na divisa municipal Arujá/Guarulhos.;1983-01-01;2000-12-31;ARUJÁ;2133;6;3503901;Arujá
SJBA04950;Cor. São João do Barueri;Na alça de retorno da Av. Boulevard Arnaldo Bittencout sobre o Córrego São João do Barueri;2012-01-01;NA;BARUERI;2199;6;3505708;Barueri
BMIR02800;Rio Biritiba-Mirim;Ponte na rodovia SP-88, na divisa de município  Biritiba Mirim/ Mogi das Cruzes, a 600 m da captação da SABESP.;1977-01-01;NA;BIRITIBA MIRIM;107;6;3506607;Biritiba-Mirim
TIET02050;Rio Tietê;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;1977-01-01;NA;BIRITIBA MIRIM;110;6;3506607;Biritiba-Mirim
ACLA00500;Reservatório Águas Claras;No Pier do Reservatório Aguas Claras- SABESP,  na Serra da Cantareira.Estrada Sta Inês s/n, junto a EF-09 CETESB;2000-07-01;NA;CAIEIRAS;2381;6;3509007;Caieiras
JQRI03800;Rio Juqueri;Ponte dentro da Empresa Natura, ao lado da Rod. Anhanguera, Km 31;1974-01-01;NA;CAJAMAR;123;6;3509205;Cajamar
CRIS03400;Ribeirão dos Cristais;Na captação da ETA de Cajamar.;1998-10-28;NA;CAJAMAR;318;6;3509205;Cajamar
COTI03900;Rio Cotia;No canal de captação de águas para a  ETA do Baixo Cotia.;1982-01-01;NA;CARAPICUIBA;130;6;3510609;Carapicuíba
MOVE03500;Ribeirão Moinho Velho;Ponte do Km 26 da Raposo Tavares, antes da Industria Firmenich.;2002-01-31;NA;COTIA;554;6;3513009;Cotia
PEDA03900;Ribeirão das Pedras;A jusante da ponte da Rodovia Fernando Nobre.;2002-01-31;NA;COTIA;555;6;3513009;Cotia
COGR00900;Reservatório das Graças;Na barragem, junto à captação do Alto Cotia;1977-11-01;NA;COTIA;100;6;3513009;Cotia
COTI03800;Rio Cotia;Ponte na Rodovia Raposo Tavares, Km 28.5 no município de Cotia.;1978-11-01;NA;COTIA;129;6;3513009;Cotia
MOVE03400;Ribeirão Moinho Velho;Ponte na Estrada Velha de Cotia, altura do núm. 151;NA;NA;COTIA;3324;6;3513009;Cotia
EMGU00700;Rio Embu-Guaçu;A jusante da confluência do Rio Cipó.;2006-03-01;2008-12-31;EMBU-GUAÇU;1246;6;3515103;Embu-Guaçu
EMGU00800;Rio Embu-Guaçu;Ponte na estrada que liga Embu-Guaçu à Fazenda da Ilha.;1977-11-01;NA;EMBU-GUAÇU;133;6;3515103;Embu-Guaçu
IAIM02400;Córrego Itaim;Na divisa de Ferraz de Vasconcelos / Poá. À montante do piscinão.;NA;NA;FERRAZ DE VASCONCELOS;2312;6;3515707;Ferraz De Vasconcelos
GUAO02600;Rio Guaió;Ponte na Rua Manoel Sebastião na divisa de Suzano /Ferraz de Vasconcelos.;2016-01-01;NA;FERRAZ DE VASCONCELOS;2317;6;3515707;Ferraz De Vasconcelos
JQRI03300;Rio Juqueri;Ponte na entrada da portaria 2 do Parque Estadual do Juquery.;2013-01-01;NA;FRANCO DA ROCHA;2211;6;3516408;Franco Da Rocha
BQGU03850;Rio Baquirivu-Guaçu;PONTE NA RUA JOSE MARQUES PRATA, A JUSANTE DA PENITENCIÁRIA DE GUARULHOS;2011-01-01;NA;GUARULHOS;2135;6;3518800;Guarulhos
RCAB00900;Reservatório do Cabuçu;Junto à barragem da captação do município de Guarulhos (SAEE).;1977-01-01;1978-12-12;GUARULHOS;299;6;3518800;Guarulhos
TGDE00900;Reservatório de Tanque Grande;Junto à barragem, no município de Guarulhos.;1977-01-01;NA;GUARULHOS;121;6;3518800;Guarulhos
TIET04150;Rio Tietê;Ponte na Rod. Ayrton Senna, a montante do Parque Ecológico, antes da saída 19 - Aeroporto Guarulhos.;1976-01-01;NA;GUARULHOS;116;6;3518800;Guarulhos
SJBA04500;Cor. São João do Barueri;Rua Arraia, a montante do Lofrio, esquina com a rua Lagosta, altura da est.Santa Rita;NA;NA;ITAPEVI;2252;6;3522505;Itapevi
JGUA03950;Ribeirão Jaguari - UGRHI 06;Na ponte da Estrada Gov.Mario Covas, Bairro Mandi, em Itaquaquecetuba.;2012-01-01;NA;ITAQUAQUECETUBA;2203;6;3523107;Itaquaquecetuba
PEOV03900;Ribeirão Perová;Na passarela da Rua Nossa Sra. de Lourdes, Bairro Jardim Japão.;2012-01-01;NA;ITAQUAQUECETUBA;2204;6;3523107;Itaquaquecetuba
TIET03130;Rio Tietê;Ponte na Estrada de Santa Isabel, na entrada de Itaquaquecetuba.;2012-01-01;NA;ITAQUAQUECETUBA;2191;6;3523107;Itaquaquecetuba
SJBA04750;Cor. São João do Barueri;Ponte em frente à Estação de Trem Jandira, na Av. Antonio Baerdella;NA;NA;JANDIRA;2251;6;3525003;Jandira
JQJU00900;Reservatório do Juqueri ou Paiva Castro;Ponte Santa Inês, na rodovia que liga Mairiporã à Franco da Rocha;1977-01-01;NA;MAIRIPORA;119;6;3528502;Mairiporã
SERR04500;Córrego da Serraria;No meio do Cór. Da Serraria,antes do afluente da Vila Carlina;2013-10-01;NA;MAUA;2336;6;3529401;Mauá
SERR04800;Córrego da Serraria;Ponte próximo da Recicladora de PET;2013-10-01;NA;MAUA;2337;6;3529401;Mauá
SERR04950;Córrego da Serraria;Próximo a foz no Rio Tabuão;2013-10-01;NA;MAUA;2338;6;3529401;Mauá
ASER04900;Afluente do Córrego Serraria;Córrego afluente do Córrego Serraria;2013-10-01;NA;MAUA;2340;6;3529401;Mauá
ASER04500;Afluente do Córrego Serraria;Córrego afluente do Córrego Serraria, dentro do condominio ACIBAM;2013-10-01;NA;MAUA;2341;6;3529401;Mauá
TAMT04250;Rio Tamanduateí;Na ponte da Av. do Estado, na divisa de Santo André com Mauá.;2013-04-02;NA;MAUA;2263;6;3529401;Mauá
TABU04900;Córrego Tabuão;Ponte na Av. Francisco Ortega Escobar.;NA;NA;MAUA;2278;6;3529401;Mauá
TABU04150;Córrego Tabuão;Ponte no cruzamento da Av. Kenzo Sasaki com a Av. do Manacá.;NA;NA;MAUA;2281;6;3529401;Mauá
TAMT04050;Rio Tamanduateí;Na Rua Armando Benedetti, logo após deixar o Parque da Gruta Santa Luzia.;NA;NA;MAUA;2283;6;3529401;Mauá
JNDI00100;Reservatório do Rio Jundiaí - UGRHI 06;Ponte na rod. SP-69 no trecho que liga Mogi das Cruzes - Taiaçupeba, km 68, 500m da barragem;1977-01-01;1999-12-31;MOGI DAS CRUZES;115;6;3530607;Mogi Das Cruzes
TIET02090;Rio Tietê;Na captação principal do município de Mogi das Cruzes - SEMAE - junto a estação EF-01;1999-11-01;NA;MOGI DAS CRUZES;331;6;3530607;Mogi Das Cruzes
JNDI00500;Reservatório do Rio Jundiaí - UGRHI 06;No canal de interligação do Res. do Rio Jundiaí com o reservatório Taiaçupeba.;2000-01-01;NA;MOGI DAS CRUZES;332;6;3530607;Mogi Das Cruzes
JUNI03950;Rio Jundiaí - UGHRI 06;Rio Jundiai, na estrada Velha Rio- SP, atual Av. Lourenço de Souza Franco, a montante da linha Férrea.;2014-12-01;NA;MOGI DAS CRUZES;2349;6;3530607;Mogi Das Cruzes
IPIG03950;Ribeirão Ipiranga;Na foz do Rio Ipiranga, na ponte da Rua Casajeros, ao lado da SEMAE.;2014-12-01;NA;MOGI DAS CRUZES;2351;6;3530607;Mogi Das Cruzes
